"countryCode","regionCode","regionName"
"LV","A4","Pargaujas"
"LV",81,"Koceni"
"LV",42,"Amatas"
"LV","A9","Priekuli"
"LV","B1","Raunas"
"LV","D3","Strenci"
"LV",50,"Beverina"
"LV","D1","Smiltene"
"LV",72,"Jaunpiebalga"
"LV",63,"Ergli"
"LV","E3","Vecpiebalga"
"LV",43,"Apes"
"LV","F1","Mesraga"
"LY",70,"Darnah"
"LY",69,"Banghazi"
"LY",66,"Al Marj"
"LY",65,"Al Kufrah"
"LY",63,"Al Jabal al Akhdar"
"LY",77,"Tripoli"
"LY",76,"Surt"
"LY",75,"Sabha"
"LY",74,"Sha`biyat Nalut"
"LY",73,"Murzuq"
"LY",72,"Misratah"
"LY",71,"Sha'biyat Ghat"
"LY",68,"Az Zawiyah"
"LY",78,"Sha'biyat Wadi ash Shati'"
"LY",64,"Al Jufrah"
"LY",67,"An Nuqat al Khams"
"LY",79,"Sha`biyat al Butnan"
"LY",80,"Jabal al Gharbi"
"LY",81,"Sha`biyat al Jafarah"
"LY",82,"Al Marqab"
"LY",83,"Sha`biyat al Wahat"
"LY",84,"Sha`biyat Wadi al Hayat"
"MA",1,"Tanger-Tetouan-Al Hoceima"
"MA",2,"Oriental"
"MA",3,"Fes-Meknes"
"MA",4,"Rabat-Sale-Kenitra"
"MA",5,"Beni Mellal-Khenifra"
"MA",6,"Casablanca-Settat"
"MA",7,"Marrakesh-Safi"
"MA",8,"Draa-Tafilalet"
"MA",9,"Souss-Massa"
"MA",10,"Guelmim-Oued Noun"
"MA",11,"Laayoune-Sakia El Hamra"
"MA",12,"Dakhla-Oued Ed-Dahab"
"MC",0,"Commune de Monaco"
"MD",73,"Raionul Edinet"
"MD",92,"Ungheni"
"MD",91,"Telenesti"
"MD",90,"Taraclia"
"MD",88,"Stefan-Voda"
"MD",89,"Straseni"
"MD",87,"Raionul Soroca"
"MD",84,"Riscani"
"MD",83,"Rezina"
"MD",82,"Orhei"
"MD",81,"Raionul Ocnita"
"MD",59,"Anenii Noi"
"MD",80,"Nisporeni"
"MD",79,"Leova"
"MD",85,"Singerei"
"MD",69,"Criuleni"
"MD",78,"Ialoveni"
"MD",57,"Chisinau Municipality"
"MD",67,"Causeni"
"MD",65,"Cantemir"
"MD",66,"Calarasi"
"MD",64,"Cahul"
"MD",76,"Glodeni"
"MD",75,"Floresti"
"MD",74,"Falesti"
"MD",72,"Dubasari"
"MD",71,"Drochia"
"MD",70,"Donduseni"
"MD",68,"Cimislia"
"MD",63,"Briceni"
"MD",61,"Basarabeasca"
"MD",77,"Hincesti"
"MD",86,"Soldanesti"
"MD",58,"Stinga Nistrului"
"MD",51,"Gagauzia"
"MD",62,"Bender Municipality"
"MD",60,"Balti"
"ME",17,"Opstina Rozaje"
"ME",21,"Opstina Zabljak"
"ME",20,"Ulcinj"
"ME",19,"Tivat"
"ME",16,"Podgorica"
"ME",18,"Opstina Savnik"
"ME",15,"Opstina Pluzine"
"ME",14,"Pljevlja"
"ME",13,"Opstina Plav"
"ME",12,"Opstina Niksic"
"ME",11,"Mojkovac"
"ME",10,"Kotor"
"ME",9,"Opstina Kolasin"
"ME",3,"Berane"
"ME",8,"Herceg Novi"
"ME",7,"Danilovgrad"
"ME",6,"Cetinje"
"ME",5,"Budva"
"ME",4,"Bijelo Polje"
"ME",2,"Bar"
"ME",1,"Andrijevica"
"ME",22,"Gusinje"
"ME",23,"Petnjica"
"MG",7670842,"Diana"
"MG",7670846,"Sava"
"MG",7670847,"Sofia"
"MG",7670848,"Analanjirofo"
"MG",7670849,"Boeny"
"MG",7670850,"Betsiboka"
"MG",7670851,"Alaotra Mangoro"
"MG",7670852,"Melaky"
"MG",7670853,"Bongolava"
"MG",7670854,"Vakinankaratra"
"MG",7670855,"Itasy"
"MG",7670856,"Analamanga"
"MG",7670857,"Atsinanana"
"MG",7670902,"Menabe"
"MG",7670904,"Amoron'i Mania"
"MG",7670905,"Upper Matsiatra"
"MG",7670906,"Vatovavy Fitovinany"
"MG",7670907,"Ihorombe"
"MG",7670908,"Atsimo-Atsinanana"
"MG",7670910,"Anosy"
"MG",7670911,"Androy"
"MG",7670913,"Atsimo-Andrefana"
"MH",7,"Ailinginae Atoll"
"MH",10,"Ailinglaplap Atoll"
"MH",30,"Ailuk Atoll"
"MH",40,"Arno Atoll"
"MH",50,"Aur Atoll"
"MH",60,"Bikar Atoll"
"MH",70,"Bikini Atoll"
"MH",80,"Ebon Atoll"
"MH",90,"Enewetak Atoll"
"MH",100,"Erikub Atoll"
"MH",120,"Jaluit Atoll"
"MH",150,"Kwajalein Atoll"
"MH",160,"Lae Atoll"
"MH",180,"Likiep Atoll"
"MH",190,"Majuro Atoll"
"MH",300,"Maloelap Atoll"
"MH",320,"Mili Atoll"
"MH",330,"Namdrik Atoll"
"MH",340,"Namu Atoll"
"MH",350,"Rongelap Atoll"
"MH",360,"Rongrik Atoll"
"MH",385,"Taka Atoll"
"MH",73,"Bokak Atoll"
"MH",390,"Ujae Atoll"
"MH",400,"Ujelang"
"MH",410,"Utrik Atoll"
"MH",420,"Wotho Atoll"
"MH",430,"Wotje Atoll"
"MH",110,"Jabat Island"
"MH",130,"Jemo Island"
"MH",140,"Kili Island"
"MH",170,"Lib Island"
"MH",310,"Mejit Island"
"MK","E9","Valandovo"
"MK",86,"Resen"
"MK",51,"Kratovo"
"MK",78,"Pehcevo"
"MK",72,"Novo Selo"
"MK",11,"Bosilovo"
"MK","A9","Vasilevo"
"MK","E5","Dojran"
"MK",8,"Bogdanci"
"MK",47,"Konce"
"MK",62,"Makedonska Kamenica"
"MK","C6","Zrnovci"
"MK",40,"Karbinci"
"MK",25,"Demir Kapija"
"MK",87,"Rosoman"
"MK",35,"Gradsko"
"MK",60,"Lozovo"
"MK",19,"Cesinovo-Oblesevo"
"MK","E1","Novaci"
"MK",4,"Berovo"
"MK",6,"Bitola"
"MK","D9","Mogila"
"MK",1,"Aracinovo"
"MK","C7","Bogovinje"
"MK",12,"Brvenica"
"MK","C8","Cair"
"MK","C9","Caska Municipality"
"MK","D1","Centar"
"MK",18,"Centar Zupa"
"MK",20,"Cucer-Sandevo"
"MK","D2","Debar"
"MK",22,"Delcevo"
"MK","D3","Demir Hisar"
"MK",28,"Dolneni"
"MK",29,"Opstina Gjorce Petrov"
"MK",30,"Drugovo"
"MK",32,"Gazi Baba"
"MK",33,"Gevgelija"
"MK","D4","Gostivar"
"MK",36,"Ilinden"
"MK","D5","Jegunovce"
"MK",41,"Karpos"
"MK","D6","Kavadarci"
"MK",43,"Kicevo"
"MK",44,"Kisela Voda"
"MK",46,"Kocani"
"MK",52,"Kriva Palanka"
"MK",53,"Krivogastani"
"MK",54,"Krusevo"
"MK","D7","Kumanovo"
"MK",59,"Opstina Lipkovo"
"MK","D8","Makedonski Brod"
"MK",69,"Negotino"
"MK","E2","Ohrid"
"MK",77,"Oslomej"
"MK",79,"Petrovec"
"MK",80,"Plasnica"
"MK","E3","Prilep"
"MK",83,"Probistip"
"MK",84,"Radovis"
"MK",85,"Opstina Rankovce"
"MK","E4","Mavrovo and Rostusa"
"MK",90,"Saraj"
"MK",92,"Sopiste"
"MK",97,"Staro Nagoricane"
"MK",98,"Stip"
"MK","E6","Struga"
"MK","E7","Strumica"
"MK","A2","Studenicani"
"MK","A3","Suto Orizari"
"MK","A4","Sveti Nikole"
"MK","A5","Tearce"
"MK","E8","Tetovo"
"MK","F1","Veles"
"MK","B3","Vevcani"
"MK","B4","Vinica"
"MK","B6","Vranestica"
"MK","B7","Vrapciste"
"MK","C1","Zajas"
"MK","C2","Zelenikovo"
"MK","C3","Zelino"
"MK","F3","Aerodrom"
"MK","F4","Butel"
"MK","F5","Debarca"
"MK","F6","Grad Skopje"
"ML",8,"Tombouctou"
"ML",6,"Sikasso"
"ML",5,"Segou"
"ML",4,"Mopti"
"ML",7,"Koulikoro"
"ML",3,"Kayes"
"ML",9,"Gao"
"ML",1,"Bamako"
"ML",10,"Kidal"
"MM",12,"Tanintharyi"
"MM",11,"Shan"
"MM",10,"Sagain"
"MM",17,"Yangon"
"MM",1,"Rakhine"
"MM",16,"Bago"
"MM",13,"Mon"
"MM",8,"Mandalay"
"MM",15,"Magway"
"MM",6,"Kayah"
"MM",5,"Kayin"
"MM",4,"Kachin"
"MM",3,"Ayeyarwady"
"MM",2,"Chin"
"MM",18,"Nay Pyi Taw"
"MN",19,"Uvs"
"MN",12,"Hovd"
"MN",10,"Govi-Altay"
"MN",9,"Dzabkhan"
"MN",3,"Bayan-Olgiy"
"MN",2,"Bayanhongor"
"MN",20,"Ulaanbaatar"
"MN",18,"Central Aimak"
"MN",17,"Suhbaatar"
"MN",16,"Selenge"
"MN",15,"OEvoerhangay"
"MN",14,"OEmnoegovi"
"MN",13,"Hovsgol"
"MN",11,"Hentiy"
"MN",8,"Middle Govi"
"MN",7,"East Gobi Aymag"
"MN",6,"East Aimak"
"MN",21,"Bulgan"
"MN",1,"Arhangay"
"MN",23,"Darhan Uul"
"MN",24,"Govi-Sumber"
"MN",25,"Orhon"
"MP",100,"Rota"
"MP",110,"Saipan"
"MP",120,"Tinian"
"MP",85,"Northern Islands"
"MQ","MQ","Martinique"
"MR",6,"Trarza"
"MR",11,"Tiris Zemmour"
"MR",9,"Tagant"
"MR",12,"Inchiri"
"MR",2,"Hodh El Gharbi"
"MR",1,"Hodh ech Chargui"
"MR",10,"Guidimaka"
"MR",4,"Gorgol"
"MR",8,"Dakhlet Nouadhibou"
"MR",5,"Brakna"
"MR",3,"Assaba"
"MR",7,"Adrar"
"MR",13,"Nouakchott Ouest"
"MR",14,"Nouakchott Nord"
"MR",15,"Nouakchott Sud"
"MS",3,"Saint Peter"
"MS",2,"Saint Georges"
"MS",1,"Saint Anthony"
"MT",1,"Attard"
"MT",2,"Balzan"
"MT",3,"Il-Birgu"
"MT",4,"Birkirkara"
"MT",5,"Birzebbuga"
"MT",6,"Bormla"
"MT",7,"Dingli"
"MT",8,"Il-Fgura"
"MT",9,"Il-Furjana"
"MT",10,"Il-Fontana"
"MT",11,"Ghajnsielem"
"MT",12,"L-Gharb"
"MT",13,"Hal Gharghur"
"MT",14,"L-Ghasri"
"MT",15,"Hal Ghaxaq"
"MT",16,"Il-Gudja"
"MT",17,"Il-Gzira"
"MT",18,"Il-Hamrun"
"MT",19,"L-Iklin"
"MT",20,"L-Imdina"
"MT",21,"L-Imgarr"
"MT",22,"L-Imqabba"
"MT",23,"L-Imsida"
"MT",24,"L-Imtarfa"
"MT",25,"L-Isla"
"MT",26,"Il-Kalkara"
"MT",27,"Ta' Kercem"
"MT",28,"Kirkop"
"MT",29,"Lija"
"MT",30,"Luqa"
"MT",31,"Il-Marsa"
"MT",32,"Marsaskala"
"MT",33,"Marsaxlokk"
"MT",34,"Il-Mellieha"
"MT",35,"Il-Mosta"
"MT",36,"Il-Munxar"
"MT",37,"In-Nadur"
"MT",38,"In-Naxxar"
"MT",39,"Paola"
"MT",40,"Pembroke"
"MT",41,"Tal-Pieta"
"MT",42,"Il-Qala"
"MT",43,"Qormi"
"MT",44,"Il-Qrendi"
"MT",45,"Ir-Rabat"
"MT",46,"Victoria"
"MT",47,"Safi"
"MT",48,"Saint John"
"MT",49,"Saint Julian"
"MT",50,"Saint Lawrence"
"MT",51,"Saint Lucia"
"MT",52,"Saint Paul's Bay"
"MT",53,"Saint Venera"
"MT",54,"Sannat"
"MT",55,"Is-Siggiewi"
"MT",56,"Tas-Sliema"
"MT",57,"Is-Swieqi"
"MT",58,"Tarxien"
"MT",59,"Ta' Xbiex"
"MT",61,"Ix-Xaghra"
"MT",62,"Ix-Xewkija"
"MT",63,"Ix-Xghajra"
"MT",64,"Haz-Zabbar"
"MT",65,"Haz-Zebbug"
"MT",66,"Iz-Zebbug"
"MT",67,"Iz-Zejtun"
"MT",68,"Iz-Zurrieq"
"MT",60,"Il-Belt Valletta"
"MU",21,"Agalega Islands"
"MU",20,"Savanne"
"MU",19,"Riviere du Rempart"
"MU",18,"Port Louis"
"MU",17,"Plaines Wilhems"
"MU",16,"Pamplemousses"
"MU",15,"Moka"
"MU",14,"Grand Port"
"MU",13,"Flacq"
"MU",12,"Black River"
"MU",22,"Cargados Carajos"
"MU",23,"Rodrigues"
"MV",47,"Vaavu Atholhu"
"MV",46,"Thaa Atholhu"
"MV",45,"Shaviyani Atholhu"
"MV",1,"Seenu"
"MV",44,"Raa Atoll"
"MV",43,"Noonu Atoll"
"MV",42,"Gnyaviyani Atoll"
"MV",41,"Meemu Atholhu"
"MV",39,"Lhaviyani Atholhu"
"MV",5,"Laamu"
"MV",38,"Kaafu Atoll"
"MV",37,"Haa Dhaalu Atholhu"
"MV",36,"Haa Alifu Atholhu"
"MV",35,"Gaafu Dhaalu Atholhu"
"MV",34,"Gaafu Alifu Atholhu"
"MV",33,"Faafu Atholhu"
"MV",32,"Dhaalu Atholhu"
"MV",31,"Baa Atholhu"
"MV",30,"Northern Ari Atoll"
"MV",10346475,"Southern Ari Atoll"
"MW","S","Southern Region"
"MW","N","Northern Region"
"MW","C","Central Region"
"MX",31,"Yucatan"
"MX",30,"Veracruz"
"MX",29,"Tlaxcala"
"MX",28,"Tamaulipas"
"MX",27,"Tabasco"
"MX",23,"Quintana Roo"
"MX",22,"Queretaro"
"MX",21,"Puebla"
"MX",20,"Oaxaca"
"MX",19,"Nuevo Leon"
"MX",17,"Morelos"
"MX",15,"Mexico"
"MX",13,"Hidalgo"
"MX",12,"Guerrero"
"MX",9,"Mexico City"
"MX",5,"Chiapas"
"MX",4,"Campeche"
"MX",32,"Zacatecas"
"MX",26,"Sonora"
"MX",25,"Sinaloa"
"MX",24,"San Luis Potosi"
"MX",18,"Nayarit"
"MX",16,"Michoacan"
"MX",14,"Jalisco"
"MX",11,"Guanajuato"
"MX",10,"Durango"
"MX",8,"Colima"
"MX",7,"Coahuila"
"MX",6,"Chihuahua"
"MX",3,"Baja California Sur"
"MX",2,"Baja California"
"MX",1,"Aguascalientes"
"MY",4,"Melaka"
"MY",13,"Terengganu"
"MY",12,"Selangor"
"MY",11,"Sarawak"
"MY",16,"Sabah"
"MY",8,"Perlis"
"MY",7,"Perak"
"MY",6,"Pahang"
"MY",5,"Negeri Sembilan"
"MY",3,"Kelantan"
"MY",14,"Kuala Lumpur"
"MY",9,"Penang"
"MY",2,"Kedah"
"MY",1,"Johor"
"MY",15,"Labuan"
"MY",17,"Putrajaya"
"MZ",9,"Zambezia"
"MZ",8,"Tete"
"MZ",5,"Sofala"
"MZ",7,"Niassa"
"MZ",6,"Nampula"
"MZ",4,"Maputo"
"MZ",10,"Manica"
"MZ",3,"Inhambane"
"MZ",2,"Gaza"
"MZ",1,"Cabo Delgado"
"MZ",11,"Maputo City"
"NA",28,"Zambezi"
"NA",21,"Khomas"
"NA",29,"Erongo"
"NA",30,"Hardap"
"NA",31,"Karas"
"NA",32,"Kunene"
"NA",33,"Ohangwena"
"NA",35,"Omaheke"
"NA",36,"Omusati"
"NA",37,"Oshana"
"NA",38,"Oshikoto"
"NA",39,"Otjozondjupa"
"NA",40,"Kavango East"
"NA",41,"Kavango West"
"NC",2,"South Province"
"NC",1,"North Province"
"NC",3,"Loyalty Islands"
"NE",7,"Zinder"
"NE",6,"Tahoua"
"NE",4,"Maradi"
"NE",3,"Dosso"
"NE",2,"Diffa"
"NE",1,"Agadez"
"NE",9,"Tillaberi"
"NE",8,"Niamey"
"NG",51,"Sokoto"
"NG",50,"Rivers"
"NG",49,"Plateau"
"NG",32,"Oyo"
"NG",48,"Ondo"
"NG",16,"Ogun"
"NG",31,"Niger"
"NG",5,"Lagos"
"NG",30,"Kwara"
"NG",24,"Katsina"
"NG",29,"Kano"
"NG",23,"Kaduna"
"NG",28,"Imo"
"NG",22,"Cross River"
"NG",27,"Borno"
"NG",26,"Benue"
"NG",46,"Bauchi"
"NG",25,"Anambra"
"NG",21,"Akwa Ibom"
"NG",11,"FCT"
"NG",45,"Abia"
"NG",36,"Delta"
"NG",35,"Adamawa"
"NG",37,"Edo"
"NG",47,"Enugu"
"NG",39,"Jigawa"
"NG",52,"Bayelsa"
"NG",53,"Ebonyi"
"NG",54,"Ekiti"
"NG",55,"Gombe"
"NG",56,"Nassarawa"
"NG",57,"Zamfara"
"NG",40,"Kebbi"
"NG",41,"Kogi"
"NG",42,"Osun"
"NG",43,"Taraba"
"NG",44,"Yobe"
"NI",15,"Rivas"
"NI",14,"Rio San Juan"
"NI",13,"Nueva Segovia"
"NI",12,"Matagalpa"
"NI",11,"Masaya"
"NI",10,"Managua"
"NI",9,"Madriz"
"NI",8,"Leon"
"NI",7,"Jinotega"
"NI",6,"Granada"
"NI",5,"Esteli"
"NI",4,"Chontales"
"NI",3,"Chinandega"
"NI",2,"Carazo"
"NI",1,"Boaco"
"NI",17,"Atlantico Norte (RAAN)"
"NI",18,"Atlantico Sur"
"NL",11,"South Holland"
"NL",10,"Zeeland"
"NL",9,"Utrecht"
"NL",15,"Overijssel"
"NL",7,"North Holland"
"NL",6,"North Brabant"
"NL",5,"Limburg"
"NL",4,"Groningen"
"NL",3,"Gelderland"
"NL",2,"Friesland"
"NL",1,"Drenthe"
"NL",16,"Flevoland"
"NO",5,"Finnmark"
"NO",20,"Vestfold"
"NO",19,"Vest-Agder"
"NO",18,"Troms"
"NO",17,"Telemark"
"NO",16,"Sor-Trondelag"
"NO",15,"Sogn og Fjordane"
"NO",14,"Rogaland"
"NO",13,"Ostfold"
"NO",12,"Oslo"
"NO",11,"Oppland"
"NO",10,"Nord-Trondelag"
"NO",9,"Nordland"
"NO",8,"More og Romsdal"
"NO",7,"Hordaland"
"NO",6,"Hedmark"
"NO",4,"Buskerud"
"NO",2,"Aust-Agder"
"NO",1,"Akershus"
"NP","FR","Far Western"
"NP","MR","Mid Western"
"NP","CR","Central Region"
"NP","ER","Eastern Region"
"NP","WR","Western Region"
"NR",14,"Yaren"
"NR",13,"Uaboe"
"NR",12,"Nibok"
"NR",11,"Meneng"
"NR",10,"Ijuw"
"NR",9,"Ewa"
"NR",8,"Denigomodu"
"NR",7,"Buada"
"NR",6,"Boe"
"NR",5,"Baiti"
"NR",4,"Anibare"
"NR",3,"Anetan"
"NR",2,"Anabar"
"NR",1,"Aiwo"
"NZ","G2","Wellington"
"NZ","F3","Manawatu-Wanganui"
"NZ","G1","Waikato"
"NZ","TAS","Tasman"
"NZ","F9","Taranaki"
"NZ","F8","Southland"
"NZ","E8","Bay of Plenty"
"NZ","F6","Northland"
"NZ","F4","Marlborough"
"NZ","F2","Hawke's Bay"
"NZ","F1","Gisborne"
"NZ","E9","Canterbury"
"NZ","E7","Auckland"
"NZ",10,"Chatham Islands"
"NZ","F5","Nelson"
"NZ","F7","Otago"
"NZ","G3","West Coast"
"OM",1,"Ad Dakhiliyah"
"OM",2,"Al Batinah South"
"OM",3,"Al Wusta"
"OM",4,"Southeastern Governorate"
"OM",9,"Az Zahirah"
"OM",6,"Muscat"
"OM",7,"Musandam"
"OM",8,"Dhofar"
"OM",10,"Al Buraimi"
"OM",12,"Northeastern Governorate"
"OM",11,"Al Batinah North"
"PA",10,"Veraguas"
"PA",9,"Guna Yala"
"PA",8,"Panama"
"PA",7,"Los Santos"
"PA",6,"Herrera"
"PA",5,"Darien"
"PA",4,"Colon"
"PA",3,"Cocle"
"PA",2,"Chiriqui"
"PA",1,"Bocas del Toro"
"PA",11,"Embera"
"PA",12,"Ngoebe-Bugle"
"PA",13,"Panama Oeste"
"PE",25,"Ucayali"
"PE",24,"Tumbes"
"PE",22,"San Martin"
"PE",20,"Piura"
"PE",16,"Loreto"
"PE",14,"Lambayeque"
"PE",13,"La Libertad"
"PE",10,"Huanuco"
"PE",6,"Cajamarca"
"PE",2,"Ancash"
"PE",1,"Amazonas"
"PE",23,"Tacna"
"PE",21,"Puno"
"PE",19,"Pasco"
"PE",18,"Moquegua"
"PE",17,"Madre de Dios"
"PE","LMA","Lima"
"PE",15,"Lima region"
"PE",12,"Junin"
"PE",11,"Ica"
"PE",9,"Huancavelica"
"PE",8,"Cusco"
"PE",7,"Callao"
"PE",5,"Ayacucho"
"PE",4,"Arequipa"
"PE",3,"Apurimac"
"PF",4,"Iles Marquises"
"PF",3,"Iles Tuamotu-Gambier"
"PF",2,"Leeward Islands"
"PF",1,"Iles du Vent"
"PF",5,"Iles Australes"
"PG",17,"West New Britain"
"PG",6,"Western Province"
"PG",16,"Western Highlands"
"PG",5,"Southern Highlands"
"PG",18,"Sandaun"
"PG",7,"Bougainville"
"PG",4,"Northern Province"
"PG",15,"New Ireland"
"PG",20,"National Capital"
"PG",14,"Morobe"
"PG",13,"Manus"
"PG",12,"Madang"
"PG",2,"Gulf"
"PG",19,"Enga"
"PG",11,"East Sepik"
"PG",10,"East New Britain"
"PG",9,"Eastern Highlands"
"PG",8,"Chimbu"
"PG",3,"Milne Bay"
"PG",1,"Central Province"
"PG",21,"Hela"
"PG",22,"Jiwaka"
"PH",14,"ARMM"
"PH",10,"Northern Mindanao"
"PH",41,"Mimaropa"
"PH",2,"Cagayan Valley"
"PH",12,"Soccsksargen"
"PH",13,"Caraga"
"PH",15,"Cordillera"
"PH",1,"Ilocos"
"PH",40,"Calabarzon"
"PH",6,"Western Visayas"
"PH",3,"Central Luzon"
"PH",7,"Central Visayas"
"PH",8,"Eastern Visayas"
"PH",9,"Zamboanga Peninsula"
"PH",11,"Davao"
"PH",5,"Bicol"
"PH","NCR","Metro Manila"
"PK",8,"Islamabad"
"PK",5,"Sindh"
"PK",4,"Punjab"
"PK",3,"Khyber Pakhtunkhwa"
"PK",7,"Gilgit-Baltistan"
"PK",1,"FATA"
"PK",2,"Balochistan"
"PK",6,"Azad Kashmir"
"PL",75,"Lublin"
"PL",77,"Lesser Poland Voivodeship"
"PL",78,"Mazovia"
"PL",80,"Subcarpathian Voivodeship"
"PL",81,"Podlasie"
"PL",84,"Swietokrzyskie"
"PL",85,"Warmia-Masuria"
"PL",72,"Lower Silesia"
"PL",74,"Lodz Voivodeship"
"PL",76,"Lubusz"
"PL",79,"Opole Voivodeship"
"PL",82,"Pomerania"
"PL",83,"Silesia"
"PL",86,"Greater Poland"
"PL",87,"West Pomerania"
"PL",73,"Kujawsko-Pomorskie"
"PM",97502,"Saint-Pierre"
"PM",97501,"Miquelon-Langlade"
"PR",1,"Adjuntas"
"PR",3,"Aguada"
"PR",5,"Aguadilla"
"PR",7,"Aguas Buenas"
"PR",9,"Aibonito"
"PR",11,"Anasco"
"PR",13,"Arecibo"
"PR",15,"Arroyo"
"PR",17,"Barceloneta"
"PR",19,"Barranquitas"
"PR",21,"Bayamon"
"PR",23,"Cabo Rojo"
"PR",25,"Caguas"
"PR",27,"Camuy"
"PR",29,"Canovanas"
"PR",31,"Carolina"
"PR",33,"Catano"
"PR",35,"Cayey"
"PR",37,"Ceiba"
"PR",39,"Ciales"
"PR",41,"Cidra"
"PR",43,"Coamo"
"PR",45,"Comerio"
"PR",47,"Corozal"
"PR",49,"Culebra"
"PR",51,"Dorado"
"PR",53,"Fajardo"
"PR",54,"Florida"
"PR",55,"Guanica"
"PR",57,"Guayama"
"PR",59,"Guayanilla"
"PR",61,"Guaynabo"
"PR",63,"Gurabo"
"PR",65,"Hatillo"
"PR",67,"Hormigueros"
"PR",69,"Humacao"
"PR",71,"Isabela"
"PR",73,"Municipio de Jayuya"
"PR",75,"Juana Diaz"
"PR",77,"Municipio de Juncos"
"PR",79,"Lajas"
"PR",81,"Lares"
"PR",83,"Las Marias"
"PR",85,"Las Piedras"
"PR",87,"Loiza"
"PR",89,"Luquillo"
"PR",91,"Manati"
"PR",93,"Maricao"
"PR",95,"Maunabo"
"PR",97,"Mayaguez"
"PR",99,"Moca"
"PR",101,"Morovis"
"PR",103,"Naguabo"
"PR",105,"Naranjito"
"PR",107,"Orocovis"
"PR",109,"Patillas"
"PR",111,"Penuelas"
"PR",113,"Ponce"
"PR",117,"Rincon"
"PR",115,"Quebradillas"
"PR",119,"Rio Grande"
"PR",121,"Sabana Grande"
"PR",123,"Salinas"
"PR",125,"San German"
"PR",127,"San Juan"
"PR",129,"San Lorenzo"
"PR",131,"San Sebastian"
"PR",133,"Santa Isabel Municipio"
"PR",135,"Toa Alta"
"PR",137,"Toa Baja"
"PR",139,"Trujillo Alto"
"PR",141,"Utuado"
"PR",143,"Vega Alta"
"PR",145,"Vega Baja"
"PR",149,"Villalba"
"PR",151,"Yabucoa"
"PR",153,"Yauco"
"PR",147,"Vieques"
"PS","GZ","Gaza Strip"
"PS","WE","West Bank"
"PT",19,"Setubal"
"PT",18,"Santarem"
"PT",16,"Portalegre"
"PT",14,"Lisbon"
"PT",13,"Leiria"
"PT",9,"Faro"
"PT",8,"Evora"
"PT",6,"Castelo Branco"
"PT",3,"Beja"
"PT",10,"Madeira"
"PT",22,"Viseu"
"PT",21,"Vila Real"
"PT",20,"Viana do Castelo"
"PT",17,"Porto"
"PT",11,"Guarda"
"PT",7,"Coimbra"
"PT",5,"Braganca"
"PT",4,"Braga"
"PT",2,"Aveiro"
"PT",23,"Azores"
"PW",11,"Ngatpang"
"PW",16,"Sonsorol"
"PW",5,"Kayangel"
"PW",4,"Hatohobei"
"PW",1,"Aimeliik"
"PW",2,"Airai"
"PW",3,"Angaur"
"PW",6,"Koror"
"PW",7,"Melekeok"
"PW",8,"Ngaraard"
"PW",12,"Ngchesar"
"PW",9,"Ngarchelong"
"PW",10,"Ngardmau"
"PW",13,"Ngaremlengui"
"PW",14,"Ngiwal"
"PW",15,"Peleliu"
"PY",17,"San Pedro"
"PY",16,"Presidente Hayes"
"PY",15,"Paraguari"
"PY",13,"Neembucu"
"PY",12,"Misiones"
"PY",11,"Itapua"
"PY",10,"Guaira"
"PY",8,"Cordillera"
"PY",7,"Concepcion"
"PY",6,"Central"
"PY",19,"Canindeyu"
"PY",5,"Caazapa"
"PY",4,"Caaguazu"
"PY",2,"Amambay"
"PY",1,"Alto Parana"
"PY",23,"Alto Paraguay"
"PY",22,"Asuncion"
"PY",24,"Boqueron"
"QA",8,"Madinat ash Shamal"
"QA",4,"Al Khawr"
"QA",9,"Baladiyat Umm Salal"
"QA",6,"Baladiyat ar Rayyan"
"QA",1,"Baladiyat ad Dawhah"
"QA",10,"Al Wakrah"
"QA",13,"Baladiyat az Za`ayin"
"QA",14,"Al-Shahaniya"
"RE","RE","Reunion"
"RO",40,"Vrancea"
"RO",39,"Valcea"
"RO",38,"Vaslui"
"RO",37,"Tulcea"
"RO",36,"Timis"
"RO",35,"Teleorman"
"RO",34,"Suceava"
"RO",33,"Sibiu"
"RO",32,"Satu Mare"
"RO",31,"Salaj"
"RO",30,"Prahova"
"RO",29,"Olt"
"RO",28,"Neamt"
"RO",27,"Mures"
"RO",26,"Mehedinti"
"RO",25,"Maramures"
"RO",23,"Iasi"
"RO",22,"Ialomita"
"RO",21,"Hunedoara"
"RO",20,"Harghita"
"RO",19,"Gorj"
"RO",42,"Giurgiu"
"RO",18,"Galati"
"RO",17,"Dolj"
"RO",16,"Dambovita"
"RO",15,"Covasna"
"RO",14,"Constanta"
"RO",13,"Cluj"
"RO",12,"Caras-Severin"
"RO",41,"Calarasi"
"RO",11,"Buzau"
"RO",10,"Bucuresti"
"RO",9,"Brasov"
"RO",8,"Braila"
"RO",7,"Botosani"
"RO",6,"Bistrita-Nasaud"
"RO",5,"Bihor"
"RO",4,"Bacau"
"RO",3,"Arges"
"RO",2,"Arad"
"RO",1,"Alba"
"RO",43,"Ilfov"
"RS","VO","Vojvodina"
"RS","SE","Central Serbia"
"RU",88,"Jaroslavl"
"RU",86,"Voronezj"
"RU",85,"Vologda"
"RU",84,"Volgograd"
"RU",81,"Ulyanovsk"
"RU",80,"Udmurtiya"
"RU",77,"Tverskaya"
